,tweet,labels
10817,lokasi yang strategis berada di salah satu pusat perbelanjaan terkenal di kota bandung yaitu bandung indah plaza . tempat duduk bisa memilih di dalam ruangan atau di luar ruangan bagi yang ingin melihat pemandangan ramai nya jalan merdeka pelayanan nya ramal dan cepat untuk menu makanan nya sudah standar pizza hut . bagi yang membawa anak-anak dapat meminta souvenir berupa mainan yang terbuat dari balon,1
23382,je menyusahkan rakyat berenti kejap mainan korang covid takde vaksin deh merata korang sambung berperang kerjasama cari terbaik berkhidmat rakyat duk rumah diam diam bang sham keje,-1
11758,"sate ayam nya juara ! sate nya empuk dan enak walaupun tidak dimakan dengan saus nya . sate kambing nya juga cukup enak , empuk dan tidak bau diri nya . cukup terasa kalau semua bahan-bahan nya segar . kalau gule kambing , sepertinya kami kurang beruntung . mungkin karena kami datang sudah jam 9 malam , dan yang terhidang di gulai nya hanya lemak tanpa daging",1
1177,menurut lidah ku mi rica ini lebih enak daripada yang di ke saan hehe . pedas nya juga medium saja . baru coba 2 kali mi rica di tempat berbeda di bandung jadi belum bisa banyak kasih komentar,1
4972,"tempat nya bersih dan rapi , banyak bermacam macam contoh kue dan kue buat acara pesta atau ulang tahun , pelayanan nya bagus dan ramah . hitam forest nya nyummy",1
15896,creepy sia katil aku aku baring je ngantuk,-1
18270,akhir agustus lalu kami berkunjung ke palu dalam rangkaianiasat on the road bersama dan ,1
21787,maka mari kita berhuhu,1
18364,nah di rumah ide ff aku mandet padahal di bilang sibuk engga juga tapi bawaanya ngantuk mulu wkwkwk,-1
6092,"tempat nya enjoy banget , romantis , pas banget buat yang pacaran . pelayanan nya benar-benar memuaskan , apalagi waiters nya ramah-ramah . untuk makana nya enak , setimpal sama harga nya . kalau boleh kasih nilai . makanan : 9 dari 10 tempat : 10 dari 10 terima kasih .",1
12681,doa untuk ibu dan bapa ya allah ampunila ,1
14281,hahaha sedih kan nak tunggu aku cantik mcm artis yg dia minat ke cmne baru dia nak pandang aku ,-1
9804,"kursi banyak yang kotor , ac bocor , supir banyak berhenti tidak jelas , mengecewakan .",-1
39,kampung daun adalah tempat makan yang menyatukan konsep alam dan budaya dari daerah setempat . walaupun di dalam kompleks perumahan akan tetapi tempat tersebut cukup luas mempunyai mungkin sekitar 20 lebih saung / tempat makan dari yang kapasitas sedang hingga besar . kualitas makanan enak dan dengan ada nya suara riak air dari air terjun kecil di sana membuat suasana sangat nyaman untuk makan .,1
21339,uhm happy ya aku seneng ada kamu ,1
22624,maksudnya kl lapar haus panik org boleh menjarah haram pak hukumnya itu nyolong babi dlm keadaan darurat bole ,-1
1248,tidak malas,1
3007,salut sama anies karena keberanian nya,1
740,yang bikin penasaran dari kafe ini sih cuma makan di tempat gelap nya saja . tidak ada yang aneh lagi atau bikin penasaran . untuk makan nya standar sih . nothing spesial begitu,-1
8246,"kalau saya tidak marah , ormas terlarang bawa kalimat tauhid di bendera .",1
10890,"di mahmud bakmoy , lengko , lotek , rujak banci , pokok nya semua enak-enak , hanya tempat kurang baik . dan harus masuk ke gang kecil . tapi sebanding dengan rasa yang diberikan .",1
15476,bagaimana sikap kamu jika ada teman kantormu yang bersikap seperti bos pen gw tajong gitu ,-1
15283,aku belom dapet huhu,-1
11222,"makanan nya lumayan enak , sup iga nya nikmat . anak-anak juga bisa sambil bermain karena ada playground nya .",1
7731,"restoran ini di mana kita selalu merayakan monthsarry hubungan kita di sini . makanan minuman nya dari dulu sampai sekarang masih tetap jadi favorit kita berdua , poko nya rekomendasi banget deh tempat nya manis banget , dan pelayanan dari mas wilson tidak membuat kecewa deh sudah ramah baik lagi , terima kasih ya :",1
6218,"kue-kue klasik nya enak , ada kue roll , kue dengan nama panjang berbahasa jerman , roti-roti pastry yang membuat mau apalagi waktu datang pas buka puasa . untuk makan malam , saat itu saya memesan tenderloin steak medium baik yang empuk dan mi nya shasilik yang enak banget rasanya . minum nya teh lemon hangat dalam poci , tapi sayang porsi nya kurang banyak hehehe . suasana restoran nya sangat nyaman .",1
4891,"sangat cocok untuk orang yang suka dengan alam , karena di kampung daun tempat nya sangat nyaman dan kental akan nuansa alam nya . makanan yang di tawarkan cukup enak , harga agak di atas standar mungkin karena beli suasana juga ya dan yang perlu diperhatikan adalah lokasi nya yang selalu padat dan macet menuju ke kampung daun , apalagi musim liburan atau long weekend",1
4135,"tempat ini berada di ketinggian , sehingga dapat melihat kota bandung dari atas . sajian sekoteng pas sekali paduan kayu manis dan jahe",1
22596,kita kembar indentik jadi harus sehati ,1
15478,aku yang triggered tengok poster tu apabenda tah emo kejap hahahahaha,1
20515,cont mengerutkan kening kaminarihush kirishima ingin berteriak denki nah kaminari tertawa ,1
1622,"letak nya memang tidak di tengah kota , namun rumah payung cukup terkenal di bandung . jadi bagi kalian yang datang dari luar kota , bisa ambil jalan ke arah dago , lalu sekitar 200 meter dari terminal dago belok kanan . dari sana tinggal ikuti jalan saja . tempat nya yang berada di dataran tinggi , membuat tempat ini begitu nyaman dengan udara nya yang sejuk .",1
1808,saya pelanggan setia mi ini . terutama di cabang - nya yang di paskal hypersquare . mi - nya memang sangat enak . makanan andalan saya selain mi adalah pangsit goreng .,1
22151,begitu ngerinya negeriku sungguh biadab oknum yg melakukan ini semua,-1
19309,this woman tak ada duit dia ada anak perempuan untuk dijagahe must be desperate ex husband aint giving any money anak ,-1
14661,ga usah janjiin bintang dan bulan untuk aku cukup janjiin kamu bakal selalu bersamaku di bawah cahayanya ,1
7208,"kota bandung terkenal dengan kuliner - nya , termasuk di antara nya brownies kukus amanda yang dimulai tadinya dari industri rumah nya . brownies ini sekarang sudah berkembang dan memiliki banyak varian rasa , di samping rasa original tiramisu favorit saya ! sering dijadikan oleh-oleh untuk teman / kolega bila bepergian ke luar kota .",1
3050,"restoran yang dilengkapi fasilitas hotel , penginapan , taman bermain anak , highrope , flying fox dan lain-lain , bisa memetik storberi sendiri . makana nya sendiri cukup enak . favorit saya nasi liwet nya . top pokok nya .",1
21851,prabowoandi 02 kita tidak ingin mempolitisasi saudara kita yg ditimpa kemalangan lebih baik kita mengirimkan bantua ,1
21355,berarti mereka tidak punya malu yo wkwkw atau punya tapi dikalahkan oleh syahwat politik wkwkw,-1
18019,salam hormat buat pakby beliau benar benar pemimpin dan memimpin,1
9304,"sebagai warga jakarta dari lahir , senang sekali ada karena venue-venue di gbk bisa direnovasi ! sedih lho kondisi nya . kotor , tidak terawat , terlihat tua , pengap , dll. sempat heran , ya ampun ini lokasi nya strategis sekali , terkenal pula , tapi sangat miris .",-1
12261,doa rezeki tak putus inna haa zaa larizquna maa lahu min na fadesungguhnya ini ialah pemberian kami kepada kamu p ,1
10201,perempuan tiongkok semua pada matres-matres . jangan cari perempuan tiongkok deh . buat kamu jatuh miskin nanti .,-1
23900,pekerjaan mui vaksin covid sertifikasi halal layak kelangsunganhidup manusia setor mui sertifikasi halal,1
3482,"pemandangan kota bandung yang indah dapat disaksikan dari sierra kafe lounge . ada dua pilihan tempat , bisa dalam ruangan maupun di luar . tempat yang romantis cocok untuk berduaan dan cocok juga buat kumpul bersama teman-teman sambil melepas lelah , karena udara nya sejuk dan menyegarkan . makanan yang disediakan juga lezat dan banyak pilihan . ada masakan indonesia , asia , bahkan eropa / makanan barat .",1
18664,tapi sejarah pon best juga lagi best kalau orang yang bercerita ,1
10489,"kumuh , sayang sekali padahal letak strategis ! lebih baik minum dari bottle langsung , entah bersih atau tidak nya gelas yang diberikan dan saya rasa lebih baik dari bottle saja langsung .",1
545,"rasanya enak , harga juga jadi jadilah . cuma antre saja buat dapat tempat duduk . seneng nya di depan dekat parkir ada yang jual kue-kue basah tradisional , jadi seneng deh .",1
14231,mbok kalau mau ngutip pilm itu yg sedikit nasionalis kek misalnya kamu tuh kalau lagi kebingungan lebih nyenengin ya ,-1
3731,"waktu kami datang kami dalam daftar tunggu , walau banyak tersedia kursi kosong , mungkin beberapa tidak terpakai , namun staf tetap ramah walau ada beberapa pelanggan yang tidak senang dengan menunggu sambil melihat banyak kursi yang kosong . order makanan di belakang restoran , dan menu nya lumayan enak bagi kami . ini kunjungan kedua kami , dan satu hal yang mengingatkan kami adalah penjual balon .",1
10331,"bakmoy , makanan nasi campus kuah daging tahu semur kerupuk rengginang = dahsyat hahaha nikmati sekali makanan satu ini , buka jam 11 am - 4 private message , 18 ribu saja untuk 1 porsi bakmoy",1
6162,congo terletak di dago atas . menyediakan suasana yang bagus dan pemandangan yang cukup indah dengan suhu yang sejuk . makanan cukup enak dengan variasi cukup banyak . rasa makanan enak,1
14641,ketika kamu mencintai seseorang beranikan dirimu tuk mengungkapkan jika tidak beranikan juga dirimu tuk melihat dia dicintai orang lain ,1
2291,"masuk ke kopitiam oey ini terasa seperti berada di era zaman dulu . nuansa nya cocok untuk nongkrong dan foto-foto . tidak cuma makanan saja yang dapat dinikmati , tapi juga suasana nya karena desain restoran yang unik .",1
6614,kak kok bulanan semakin mahal sih . cara menyebut indihome syarat apa saja sih,-1
17497,wahai gurls di luar sana aku pun insecure jugak tengok perempuan cantik tapi takde lah sampai mempersoalkan ciptaan tuhan ,-1
7779,"kalau ngomongin batagor memang bandung juara nya , salah satu batagor yang direkomendasikan untuk dicoba yaitu batagor burangrang . tempat nya sebelum batagor riri dan masih di daerah burangrang seberang sekolah api dan mempunyai parkir yang lumayan luas . selain rasa enak , gurih dengan bumbu kacang kental bertekstur kasar . yang berbeda dengan batagor lainnya , yaitu ada nya batagor goreng yang bulat , selain siomay dan bakso tahu nya .",1
11732,"ini pertama kali kami datang . tapi dengan cabang yang di festival citylink . rasa kimchi nya saya terlalu asam , kaldu nya sedikit kurang gurih , nasi goreng nya bumbu nya kurang terasa . kalau menu yang saya pesan sih yang terdiri dari 4 macam daging enak . tapi saya lupa nama nya . tempat nya nyaman . dekorasi oke . harga terjangkau .",1
3204,makan malam dengan sop butut bakar dan tortilla chicken di the 18th restaurant mmm nomnom ditambah dengan pemandangan kota bandung yang memukau dengan pelayanan yang oke dari mbak della . bisa ootd juga loh di skywalkny . terima kasih mbak della the 18th restoran . makanan nya bikin ketagihan .,1
14190,dan perlu juga aku ingatkan tidak sesekali aku mengikuti prinsip bucaeillism iaitu mengaitkan penemuan saintifik dengan ,-1
3836,tidak bangga,-1
1330,percuma enggak bakalan terungkap ! bukan karena tidak sanggup diungkap tapi karena memang tidak mau di ungkap ! kpk memang pengganggu pengganggu bagi para maling berdasi dan masuk akal kalau kpk harus di bubarkan oleh grombolan politisi maling,-1
11786,"makan di warung steak selalu dipenuhi oleh pengunjung utama nya mahasiswa , sejak dulu warung steak ini menyajikan steak dengan citarasa yang enak namun tidak bikin kantong bolong , berbagai jenis steak pun disediakan , ada steak ayam , daging sapi dan menu lain . waktu tunggu makanan pun tergolong cepat .",1
6414,"makan di sini seakan terlempar ke masa lalu , penyajian nya menggunakan piring dan gelas kaleng , makanan nya lumayan enak-enak , harga terjangkau",1
20989,warga kampung lere palu bersyukur ada relawan fpi yang sigap dan radikal mengevakuasi jenazah kerabat mereka yang menjadi korb ,1
7666,"mencoba ikan bakar reds dipo via delivery order , ikan nya dibakar dalam keadaan segar tidak digoreng dulu . sederhana tapi cukup enak",1
6959,"paru goreng nya mantap . sambal nya juga enak . kalau yang suka goreng ayam yang basah , di sinilah tempat nya yang enak",1
12165,"malam-malam lapar ? tentang ada pasal makanan pasar yang masih bukan hahahah . di sini makanan yang dijual banyak sekali menu nyata dari asian , makanan barat , chinesse makanan segala ada deh , makanan-makanan ringan nya juga ada . lengkap deh ! hahaha . buat yang mau nongkrong doang juga enak ini di sinii sambil dengar alunan musik dan angin semeliwir adem",1
16111,hahahahahaumpah berdekah aku ,1
20312,alhamdulillah fpi hilmi pks idi act rescue relindo sudah berada dilokasi bencana palu mudah2an para relawan kita ,1
11331,payah ini barito main nya . untung versib tidak kalah cupu main nya . harus nya minimal sudah 2 gol itu si svd,-1
467,dove itu mahal,-1
22561,enak ya jadi kamu kalo mau liat bidadari tinggal liat di kaca teens paulina teens livia teenshieren,1
14943,apple sudah rilis barang barupun aku bodo amat karna aku sadar aku orangnya misqueen ,-1
3059,suka galau dan mengantuk pas lagi belajar bikin bosan soal nya,-1
4173,"saya mendapatkan informasi restoran braga permai dari internet . berhubung saya menghabiskan liburan di hotel di braga maka saya mencari informasi restoran mana yang wajib saya ku njungi di bandung , setidaknya di braga saja . salah satu nya adalah braga permai . pertama saya datang ke sini , yang saya lihat adalah : bule nya banyak banget ! kayak nya ini restoran yang paling banyak dipenuhi bule .",1
6565,"kuota juga habis terkuras buat melihatkan feeds-feeds yang cuma bikin saya iri , makanan enak-enak yang bikin mau , pokok nya jadi ingin semuanya",-1
23580,erick thohir matang skema menghadirkan vaksin covid memenuhi kebutuhan jangka pendek dibuatlah skema kerja produsen vaksin global,1
10011,"agak berbeda dengan steakhouse yang lain menurut saya , steak di holycow tidak dihidangkan disiram saus , tapi dipisah . di holycow saus berperan penting agar menutupi rasa steak dan tumis bayam yang hambar .",1
1319,asus terbaik !,1
1567,ahok jadi nama spesies cicak baru : cnemaspis purnamai ahaha,-1
8473,saya tidak kecewa dengan jokowi,1
2661,steak sebenar-benar nya steak especially chiken cordon bule nya yang bikin kangen plus makan yang diselimuti pemandangan bandung yang top markotop . pas banget datang nya malam ya dengan pasangan bagaimana pun dengan keluarga juga tetap asyik . jalan menuju ke lokasi memang berli ku perlu usaha dan kerja keras .,1
11624,"membaca beberapa ulasan tulisan tentang resto ini yang kata nya unik , akhirnya saya dan suami pergi ke sana . kita ternyata salah pilih hari , saat liburan menjadi terlalu padat tempat nya . karena kami tidak menyukai tempat yang terlalu penuh , maka segala sesuatu menjadi terlihat kurang oke di mata kami . restoran bird nest penuh . jalan jembatan menuju ke nest nya penuh sesak . sampah berserakan . sangat tidak nyaman . saya sih tidak ingin merekomendasikan .",-1
10707,marah marah sendiri itu melelahkan .,-1
8793,rugi dech bila ke bandung tidak mampir ke sini . tempat nya romantis tapi lumayan penuh pengunjung yang penting rasa dan harga nya itu itu . mantan,1
1939,"saya mau komplain , kenapa dikirim warna pink , kemarin dibilang yang white nya ada :",-1
19986,okey tunggu tau nanti i balik kita date okey muahh haha,1
18884,leh ugha,1
4723,"kampung daun menyajikan konsep makan di alam terbuka , dengan lokasi nya yang berada di perbukitan , memungkinkan pengunjung menyantap makanan di saung-saung khas sunda . makanan dan minuman yang disajikan tidak terbatas pada kuliner sunda , namun juga makanan khas indonesia dan internasional . akses jalan raya menuju lokasi perlu perhatian karena rusak cukup parah .",1
7085,"makanan nya enak , kami pesan sapi kronyos 2 porsi tidak habis karena terlalu pedas tapi enak , tiap malam minggu ada musik , bagus rapi main nya . harga bersahabat . tempat nya homo .",1
8661,jangan percaya . di Jakarta saja orang ini tidak bertanggung jawab cukup warga Jakarta yang menjadi korban,-1
20043,banyak anak muda belum berbeda dari bayi mereka marah kalau mainan mantan yang dibuangnya diambil anak lain,-1
2207,"saya penyuka seni , jadi kadangkala saya memerlukan pergi ke tempat tempat bercita rasa seni untuk me re charge hati dan pikiran . di bandung , beberapa tempat indah sudah saya ku njungi dan 2 hari lalu saya niatkan pergi ke resto dan gallery ini . dan penat saya langsung hilang . mantap dan menyenangkan .",1
7436,tempat nya menyenangkan menurut saya bersih dan nuansa nya bagus . kualitas makanan dan minuman nya juga enak . tempat asik buat habiskan waktu di area braga .,1
7448,restoran yang memberikan suasana nyaman dengan pemandangan kota bandung yang sangat indah ditambah pelayanan karyawan nya sungguh ramah dan profesional tian membuat makan malam terasa berkesan dan nyaman . sangat cocok untuk candle light makan malam bersama pasangangan merayakan unniversary bersama . recommentded banget dengan dan ingin datang lagi . dipertahankan ya . sukses,1
16856,aku hanya ingin mencintai orang yang selamanya mencintaiku,1
10739,"sejak melupakan pekerjaan di rumah mengurus anak-anak , bandung benar-benar enak untuk jalan , makan dan shoping bagi yang hobi shoping , tempat rekreasi nya juga bagus-bagus dan banyak pilihan , saya pergi jalan ke bandung dengan teman-teman arisan . jalan ke dusun bambu weh tempat nya dingin banget sampai lantai nya saja dingin apalagi air nya serasa keluar dari kulkas xixiixixi . benar-benar tempat yang menyenangkan .",1
21651,anakku usah serkap jarang kerana jarang2 kita betul kadang kita sangka buruk pd orgering ia tersimpul dgn rasa yakin yg k ,-1
800,makanan khas sunda rasanya oke agak kotor tempat nya sayang karena cukup ramai pengunjung nya sampai antre . itu sih yang jadi kekurangan nya .,-1
10054,"resto ini berada di dago atas tempat nya menanjak . di sini di bagi beberapa tempat duduk , ada yang di tempat paling bawah , ada yang tempat duduk seperti resto pada umum nya , ada juga yang tempat duduk sofa dan sambil bisa melihat pemandangan dago ada juga di lantai paling atas dengan syarat ada minimum pemesanan / pembelian . tempat nya nyaman banget",1
21242,tlw bukan prank hahaha benar memiliki rasa kagum ke kamu terlihat pengecut ya hanya bisa melalui base di peruntukkan ,1
16518,pihak dealer ga nyanggupi dan dia tetep ngotot h masa ndak isa se cust ndak bisa bu maaf h berapa duit ,-1
9735,inspirasi,1
6526,"sarapan di saffron restoran , dengan variasi makanan yang sangat enak dan luar biasa , dilengkapi area merokok dan non area . terima kasih buat bapak . agus f b manager dan tema dengan pelayanan yang ramah .",1
6571,ini ada udang dibalik batu supaya anak nya itu dipilih jadi wakil presiden .,-1
5939,"makanan nya enak , dan view nya amazing , . hanya sing menuju lawangwangi nya kurang jadi tidak semua orang bisa tahu ada lawangwangi di situ kecuali orang yang lewat .",1
6067,"menu makan malam di restoran ini cukup variatif . terdapat area makan di dalam dan di luar bangunan . saya memilih di area luar . suasana nya menyenangkan , masih terasa udara dingin kota bandung . kekurangan di area luar hanya penerangan yang terbatas . restoran ini memiliki area parkir cukup banyak . makanan nya enak . pelayanan nya baik . cocok untuk kumpul keluarga .",1
19777,gak bosen dong kan aku padamu eeeaakkkkkb hang karena cinta kita tak bisa di ukur lagi yak kan yak kan yak dong pasti,1
2539,"sama , saya juga muslim ogah banget dibela fpi , cabul gaya preman , tidak mencerminkan seorang muslim",-1
20951,kita kan kembali wkwkwk,1
5835,gue menyesal banget beli ini anjing huhuhuhuhu tidak setelah kenyang banget . tahu begitu beli es krim saja :,-1
3993,"dimulai dari masuk ke kafe nya . kami bahkan tidak boleh daftar tunggu . yang jaga pintu depan hanya bilang kalau sudah penuh dan tidak janji kapan bisa kasih kami tmp duduk . akhirnya kami memaksa mau daftar tunggu . setelah kami protes karena beberapa orang boleh langsung masuk , dan ternyata banyak tempat kosong di dalam . inti nya pelayanan nya tidak banget . mungkin lebih baik tidak ke sini .",-1
4426,banyak banget pil / meme yang nyolong dari fa tapi sepertinya tidak cocok digunakan di sini,-1
18246,krt gila yaauju tuh emang selalu jadi pembeda musiknya selalu antimainstream dan buka jalan buat tren musik kpop htt,1
3729,"salah satu rumah makan babi panggang yang wajib dicoba . casio garing madu nya ciamik , sayang kecil kecil potongan nya . samcan nya juga tidak kalah enak . pokok nya top",1
19124,aku juga ih mau bakso ,1
6706,gereja diserang banyak penjabat pasang muka . ulama diserang pada ke mana itu muka pejabat ?,-1
18942,apa yg sdh dikerjakan jokowi bikin slogan pencitraan ini presiden yg paling dramaturgis sepanjang indonesia merdeka tak be ,-1
5936,"ke sini hanya untuk sarapan saja . kebetulan menginap di hote puri tomat , dan sarapan pagi nya diberikan di resto ini yang ternyata merupakan bagian dari hotel tersebut . sarapan yang diberikan nasi goreng dengan telur ceplok dan tes manis dengan gelas biasa . sudah , hanya itu saja . tak ada pilihan atau tambahan untuk menu yang sama apalagi berbeda .",1
23132,keamanan vaksin corona uji klinik phase phase phase relawn menjalankan vaksin corona tidakada keluhan berat,-1
3885,tempat makan yang benar-benar asik buat traktir teman kalau kamu lagi ulang tahun hehe . ya kalau harga sih relatif hanya ya kalau makanan nya benar-benar puas banget deh !,1
4539,"tempat nya enak , makanan yang enak american burger , buffalo wings . pelayanan cepat . enak untuk dijadikan tempat kumpul .",1
6182,tidak masalah,1
12943,ka kalo suka bilang jangan di empet empet kalo ngelarang ngelarang jdi aku tau alesannya,-1
11335,"kalau tidak ada yahudi , mana ada islam . mencontek hukum yahudi , haha ? pagi pulang baca koran sana .",-1
1458,"ini adalah kunjungan saya yang kedua , setelah sebelumnya kurang lebih 4 tahun lalu . saya memesan bakmie yamin spesial dengan porsi yang lumayan besar . dengan minum harga nya rp . 70.000 , - mi nya cukup enak . tapi satu hal yang menjadikan restoran ini sangat tidak rekomendasi adalah , kebersihan nya . saat kami sedang makan , ada 2 orang staf membawa troli barang yang diatas nya ada sebuah panci besar berisi air kotor .",-1
23018,Ahhh ada 11 bulan yang memisahkan kita jdi sepertinya kamu tercipta bukan untukku nurul ,-1
2947,"diajakin teman waktu masih kuliah , kata nya sate nya enak ... tapi setelah dicoba kurang masuk sama selera saya ... hehe hanya my opinion",-1
9091,"salah satu cafe pertama di daerah bukit pakar dago setelah callista , yang masih bertahan . tempat yang nyaman dan juga rasa makanan yang lumayan enak , mungkin menjadikan tempat ini masih bertahan , di tengah menjamur nya kafe sejenis di daerah ini . walaupun harga nya cukup mahal tetapi porsi nya cukup besar jadi sebandinglah antara harga , tempat dan rasa",1
1262,"menurut aku sih , abuba steak merupakan pelopor steak murah meriah . ketika adik saya berulang tahun kemarin , kami sekeluarga merayakan nya di tempat ini . saya sendiri lebih senang memesan tenderloin nya dikarenakan tidak ada lemak nya . sayang nya tempat nya tidak disediakan ac . cuaca bandung yang sekarang panas , membuat suasanan di dalam caf pun terasa panas",1
620,"semua makanan minuman nya enak , lengkap dengan sayur . ada yang paket hemat di bawah 20 ribu untuk ayam potong sampai 30 ribuan untuk yang bebek / ayam kampung . rasa rumahan . enak sambil lihat kendaraan berlalu .",1
12517,kuis lagi kuis lagi emang daihatsu baik banget yaahabat bagi bagi hadiah pulsa terus kuis kali ini kamu harus menebak ,1
20829,di acara musik pameran sepatu pun mereka sweeping mana yg lebih bejat ,-1
3793,"handphone xiaomi murah , tetapi sangat berkualitas",1
2944,orang nya judes banget sumpah makanan nya juga tidak enak parah sih seperti makan mantan,-1
4189,"waktu pertama buka , enak . tetapi makin ke sini kualitas nya menurun . mi nya kurang rasa , juga kuah nya .",-1
16316,manusia bro ex aku banyak kali juga cakap camni 3 tahun je kekal dia tinggalkan aku amp now dah bahagia dah ,1
506,yakult merupakan produk minuman terbaik,1
11024,gue bingung sama pemerintahan jokowi . banyak orang yang muji dia padahal dia cuma bisa merusak negara kita saja . aneh,-1
636,bagus . alam sekali makanan oke rasa biasa cuma agak pricey kalau malam lebih remang-remang dingin utan sekali tempat wajib kalau ke bandung nih,1
12713,cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a ,1
649,pak kurir jne nya sudah ikhlas .,1
23198,vaksin latih tubuh kenal lawan kebal penyakit,-1
837,"maaf minimal , bukan nomer saya saja yang begitu , saya tanya semua yang pakai sel di daerah situ , mengalahkan hal yang sama , masih tidak mau nga ku juga kalau memang sinyal nya yang jelek",-1
9181,"makanan dengan porsi yang cukup banyak saat dingin itu memuaskan , ditambah kopi yang enak serta teh jahe yang menghangatkan badan . sop buntut nya enak , rekomendasi !",1
21285,kamu merusak kebahagiaan seorang anak gadis yang dicintai dan dibesarkan sepenuh hati oleh ayah dan ibunya ,-1
8806,di resto ini tersedia berbagai menu khas yang populer di bandung . pelanggan dapat menikmati menu apa pun yang populer di bandung dengan harga yang dijangkau,1
10360,orang papua bicara fakta lapangan . si jadit kampret omong doang sama si fadli zonkos .,-1
21753,aduh kamu stalking y,-1
13843,nah koleksi wallpaperuperman yang aku ada kalau ada yg nak tambah meh ler tambah ,-1
8198,"tempat bagus nyaman pelayanan nya ramah untuk kamar mandi jauh dari layak , untuk cuci tangan tidak disediakan sabun .",-1
9591,tempat makan dengan harga terjangkau dan makanan yang rasanya cukup enak . bisa lesehan ataupun duduk di kursi . terdapat kolam ikan yang melintasi ruangan di dalam restoran membuat anak-anak menyukai berkunjung ke tempat ini .,1
7557,jujur benci sekali dengan orang yang record scene film dibioskop ya allah selain spoiler lo juga norak by the way,-1
10954,jawaban nya tidak memuaskan . ingin marah-marah sama itu pelayanan pelanggan .,-1
22893,Badan Pemenangan Nasional Koalisi Indonesia Adil Makmur sepakat untuk bergotong royong membantu saudara saudara kita di Palu ,1
4500,sempit,-1
4387,tempat makan yang cantik dalam lembah yang dingin dan udara yang nyaman . makanan yang sedap dengan harga berpatutan . tempat untuk beristirehat bersama pasangan atau keluarga,1
15933,aku jg pusing liatnya,-1
2247,"salah satu cabang giggle box di bandung . ciri khas nya sama : tempat nongkrong nyaman , ada merokok area , menu makanan bermacam , harga nya pun sesuai . wajib dicoba : ice thai itu nya , juara !",1
5336,"tempat nongkrong romantis yang keren untuk melihat kota bandung dari atas , cocok untuk pasangan dan keluarga , jangan lupa pakai baju hangat atau syal jika datang pada malam hari dan duduk di bagian di luar nya . makanan nya enak . tempat nya ada indoor juga jika tidak mau terkena udara malam .",1
5653,"bakso yang unik . bakso dengan jenis jenis isian yang berbeda . ada yang isi keju , daging cincang pedas dan urat . saya memilih cincang daging pedas ehmmmm rasanya sesuai dengan nama nya . harga nya murah , tempat bersih .",1
2254,tidak / tidak / enggak jenuh,1
22673,brisik kamu tupoksi,-1
14240,apapun yang berlaku akan aku tetap teguh berdiri di sini,1
1744,oleh-oleh nya yang disediakan di sini cukup banyak sih . mau model keripik-keripik . sampai minuman-minuman khas bandung banyak . banyak cabang nya juga sih sari raos .,1
10236,"untuk noahs baru di sini . tersedia makanan , makanan dibuat oleh ex - chef dari kapal pesiar , sehingga makanan bernuansa cita rasa eropa dan professional sesuai harga 50 - 150 ribu wifi oke jika di dalam ruangan , di luar ruangan dekat kolam setengah pemandangan nya indah dan santai . wifi lemah di luar untuk di dalam ruangan . udara luar suka masuk jika ada mobil datang . sehingga udara bensin / solar tercium .",1
21610,jika pada faktanya baikosialisme komunisme maupun kapitalisme sama sama berbahaya lalu mengapa kita tidak segera ber ,-1
10871,data tersebut jelas kinerja jokowi lebih buruk dengan asumsi output nya sama,-1
8641,"tempat baru di daerah yang lebih mainstream buat kedai kopi / kafe , di bilangan jalan dayang sumbi di sekitaran simpang dago dan sabuga itb . bangunan tua yang dimodifikasi menjadi kafe ; sangat luas - lapan ; merokok room dipisah , pelayanan , makanan kopi oke , tempat parkir tersedia , interior desain nya cukup asyik ada indoor atau di luar ; plus kopi bar yang memudahkan penikmat kopi untuk berbincang .",1
9517,atlet bulutangkis asal lebak ukir prestasi di djarum sirnas 2017,1
4529,"kambing bakar cairo no. 1 bukan nomor 2 jika anda ke bandung tidak coba kambing bakar cairo , berarti kurang komplet . yang enak : ribu steak , tongseng , pokok nya semuanya enak",1
1451,"jalan braga salah satu jalan yang cukup terkenal di kota bandung . ada banyak tempat nongkrong untuk makan , minum atau sekadar nongkrong bersama teman atau keluarga . boleh dicoba resto ini dengan nama cukup unik braga punya cerita . interior mengambil konsep tempo dulu . menu cukup beragam dari makanan indonesia maupun barat , rasanya biasa saja tetapi untuk minuman okelah . untuk harga masuk menengah .",1
23548,istilah kenal sayang istilah tek kenal kebal semoga vaksin datanh membantu masyarakat terbebas corona,1
14896,aku up banget lah wkwk,1
8228,"jika ingin memakan sajian steak namun tidak memiliki anggaran berlebih , pilihan saya pasti jatuh ke double steak . walau harga nya murah tapi rasanya tidak kalah enak , pilihan menu nya beragam dan setidaknya steak yang serius , tempat nya seperti rumah dan memang tidak terlalu besar , namun cukup nyaman",1
21856,yes betul apa orang kata dekat unj nanti kita akan jumpa pelbagai ragam manusia and now aku dah jumpa tabahkan la hatiku t ,1
